OBJECTID_1,OBJECTID,AREA,PERIMETER,LCODE_GEN,SQKM,REC_NUM_1,Elev_min,Elev_max,Slope_med,Relief_med,linkfield,Landform,Parent_Mat,Dominant_S,CODE,NAME,Shape_Leng,Shape_Le_1,Shape_Area
908,908,0.001074,0.190461,5,11.834,908,93,1180,3.6,39,5,LP,UC1,PHh,UC1,"Colluvial, calcareous",19478.76123,0.187218224,0.001079721
909,909,0.02957,1.482135,3,326.415,909,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,125497.5605,1.175179248,0.030173744
910,910,0.001221,0.226691,3,13.46,910,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,22836.7938,0.224731177,0.001223339
911,911,0.008656,0.707253,3,95.493,911,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,74691.47994,0.697531614,0.008663214
912,912,0.019085,1.437845,2,210.783,912,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,151606.68,1.420985071,0.019087762
913,913,0.004461,1.063598,1,49.205,913,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",112582.6519,1.044077933,0.004467496
914,914,0.004925,0.392891,3,54.321,914,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,41700.50637,0.388374859,0.004934719
915,915,0.003227,0.303894,2,35.585,915,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,31818.51376,0.30205062,0.003232398
916,916,0.005881,0.494893,3,64.857,916,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,51988.41497,0.489487746,0.005867909
917,917,0.000917,0.142159,2,10.113,917,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,15019.39697,0.140411798,0.000916708
918,918,0.002551,0.364935,3,28.135,918,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,38263.24255,0.358697375,0.002550758
919,919,0.001756,0.379806,2,19.371,919,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,40113.55236,0.372257293,0.001752853
920,920,0.001021,0.153291,3,11.261,920,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,15907.06658,0.151216696,0.001029652
921,921,0.001393,0.334714,3,15.368,921,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,34895.32855,0.330560714,0.001396373
922,922,0.006477,0.651523,3,71.46,922,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,67965.67928,0.640356378,0.006488872
923,923,0.045076,1.645481,2,497.618,923,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,172437.7333,1.627705356,0.045078328
924,924,0.0017,0.289846,3,18.747,924,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,29961.93195,0.287168451,0.001706093
925,925,0.000931,0.230733,3,10.269,925,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,24564.66449,0.226626907,0.000933032
926,926,0.02035,1.091974,2,224.741,926,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,114921.0367,1.079286045,0.02034974
927,927,0.001146,0.674761,1,12.654,927,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",70687.25375,0.658474811,0.001130567
928,928,0.002311,0.449725,2,25.489,928,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,34403.72915,0.319997685,0.002911067
929,929,0.013846,0.871523,2,152.912,929,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,92460.77051,0.864474318,0.013844889
930,930,0.005181,0.374374,3,57.165,930,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,39030.32043,0.366011678,0.005180717
931,931,0.005855,1.219513,1,64.635,931,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",129171.1426,1.197593139,0.005855552
932,932,0.009767,0.90692,2,107.831,932,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,94611.48589,0.888004324,0.009767465
933,933,0.00409,0.395293,2,45.126,933,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,41426.51288,0.392708625,0.004093991
934,934,0.002005,0.254318,3,22.122,934,70,952,1.7,17,3,LF,UF2,PHc,UF2,Fluvial non calcareous,26578.75173,0.248608769,0.002003824
935,935,0.001749,0.461124,1,19.301,935,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",48860.77758,0.454779233,0.001741354
936,936,0.017291,0.747273,2,190.885,936,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,78520.31356,0.742066654,0.017303795
937,937,0.006302,0.717748,2,69.587,937,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,75729.73703,0.707986376,0.006306271
938,938,0.001702,0.694978,1,18.785,938,57,952,1.1,11,1,LV,UF1,FLc,UF1,"Fluvial, calcareous",73246.90969,0.688263799,0.001696526
939,939,0.002396,0.413725,2,26.452,939,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,43967.42165,0.406636566,0.002395269
940,940,0.02309,0.813741,2,254.997,940,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,85216.29258,0.804113687,0.023091703
941,941,0.00339,0.383962,2,37.43,941,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,40409.39622,0.376465516,0.003383977
942,942,0.008812,0.63972,2,97.393,942,58,349,1,8,2,LP,UF2,GLe,UF2,Fluvial non calcareous,66264.03519,0.629227776,0.0088076
